Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
9,"Y Go, G Rakotoarisoa, Y Kawamoto, T Shima, ...","Characterization and evolution of major histocompatibility complex class II genes in the aye-aye, Daubentonia madagascariensis",2005,"Primates","Springer","https://link.springer.com/article/10.1007/s10329-004-0101-0","https://scholar.google.com/scholar?cites=12601956619139957610&as_sdt=2005&sciodt=0,5&hl=en",586,"2022-06-03 12:54:03","","10.1007/s10329-004-0101-0","","",,,,,9,0.53,2,5,17,"Major histocompatibility complex genes (Mhc-DQB and Mhc-DRB) were sequenced in seven aye-ayes (Daubentonia madagascariecsis), which is an endemic and endangered species …","https://www.researchgate.net/profile/Yasuhiro-Go/publication/8388953_Characterization_and_evolution_of_major_histocompatibility_complex_class_II_genes_in_the_aye-aye_Daubentonia_madagascariensis/links/00b4952f887018569b000000/Characterization-and-evolution-of-major-histocompatibility-complex-class-II-genes-in-the-aye-aye-Daubentonia-madagascariensis.pdf","https://scholar.google.com/scholar?q=related:akO47sYk464J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
5,"CE Hackworth, D Eshar, M Nau, ...","Diagnosis and successful treatment of a potentially zoonotic dermatophytosis caused by microsporum gypseum in a zoo-housed North American porcupine (Erethizon …",2017,"Journal of Zoo and …","BioOne","https://bioone.org/journals/journal-of-zoo-and-wildlife-medicine/volume-48/issue-2/2016-0097R1.1/DIAGNOSIS-AND-SUCCESSFUL-TREATMENT-OF-A-POTENTIALLY-ZOONOTIC-DERMATOPHYTOSIS-CAUSED/10.1638/2016-0097R1.1.short","https://scholar.google.com/scholar?cites=728130530733369737&as_sdt=2005&sciodt=0,5&hl=en",587,"2022-06-03 12:54:03","","10.1638/2016-0097R1.1.short","","",,,,,5,1.00,1,4,5,"A female North American porcupine (Erethizon dorsatum) was evaluated for a unilateral pedal crusting and alopecic dermatopathy. Fungal culture and histopathology testing revealed …","","https://scholar.google.com/scholar?q=related:ial6ItzWGgoJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
31,"AC Fabre, JMG Perry, A Hartstone‐Rose, ...","Do muscles constrain skull shape evolution in Strepsirrhines?",2018,"The Anatomical …","Wiley Online Library","https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ar.23712","https://scholar.google.com/scholar?cites=3600494843930842739&as_sdt=2005&sciodt=0,5&hl=en",588,"2022-06-03 12:54:03","","10.1002/ar.23712","","",,,,,31,7.75,8,4,4,"Despite great interest and decades of research, the musculoskeletal relationships of the masticatory system in primates are still not fully understood. However, without a clear …","https://www.researchgate.net/profile/Adam-Hartstone-Rose/publication/322523706_Do_Muscles_Constrain_Skull_Shape_Evolution_in_Strepsirrhines_IMPACT_OF_MUSCLES_ON_SKULL_SHAPE_IN_LEMURS/links/5a5f6084aca2727352436387/Do-Muscles-Constrain-Skull-Shape-Evolution-in-Strepsirrhines-IMPACT-OF-MUSCLES-ON-SKULL-SHAPE-IN-LEMURS.pdf","https://scholar.google.com/scholar?q=related:c5Yf_PuG9zEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"S Prasher","Evaluating spatial distributions of scent-marks in semi-free-ranging groups of Lemur catta at the Duke Lemur Center",2019,"","search.proquest.com","https://search.proquest.com/openview/b6e09d5cd97111e951718dcf3fa64a57/1?pq-origsite=gscholar&cbl=18750&diss=y","",589,"2022-06-03 12:54:03","BOOK","","","",,,,,0,0.00,0,1,3,"… The Lemur catta in NHE4 were also placed on lockdown when the Propithecus coquereli of the same enclosure were tested positive for a parasitic disease called cryptosporidiosis. We …","http://commons.lib.niu.edu/bitstream/handle/10843/21596/Prasher_niu_0162M_13422.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:4kjt3RSONJgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"JD Struthers, Z Kucerova, A Finley, A Goe, ...","Septicaemic Listeriosis in a White-Faced Saki (Pithecia pithecia)",2022,"Journal of Comparative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S002199752200041X","",590,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,5,1,"A 27-year-old female white-faced saki (Pithecia pithecia) died following an onset of vomiting and ptyalism. Necropsy revealed lesions of suppurative ventriculitis, choroid plexitis, …","",""
4,"RJ Lewis, AC Axel","Using vegetation phenology and long-term demographic data to assess the impact of Cyclone Fanele on a lemur population in Madagascar",2019,"Primate research and conservation in the …","books.google.com","https://books.google.com/books?hl=en&lr=&id=CZGFDwAAQBAJ&oi=fnd&pg=PA216&dq=propithecus+coquereli&ots=JSyzUJePGw&sig=6e2cWoHLEvAe74BI_KQ822_0EN0","https://scholar.google.com/scholar?cites=8501259157550884714&as_sdt=2005&sciodt=0,5&hl=en",591,"2022-06-03 12:54:03","","","","",,,,,4,1.33,2,2,3,"… I explored several possibilities for setting up a new field site to study sifaka (Propithecus deckeni, P. coronatus or P. coquereli) in northwestern Madagascar, but was disappointed to find …","","https://scholar.google.com/scholar?q=related:amdbhSmK-nUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"CJ Gardner, LD Jasper","Discovery of an island population of dwarf lemurs (Cheirogaleidae: Cheirogaleus) on Nosy Hara, far northern Madagascar",2015,"Primates","Springer","https://link.springer.com/article/10.1007/s10329-015-0479-x","https://scholar.google.com/scholar?cites=16102520921095786213&as_sdt=2005&sciodt=0,5&hl=en",592,"2022-06-03 12:54:03","","10.1007/s10329-015-0479-x","","",,,,,2,0.29,1,2,7,"The species-level diversity of Madagascar’s lemurs has increased hugely over the last two decades, growing from 32 species in 1994 to 102 species in 2014. This growth is primarily …","","https://scholar.google.com/scholar?q=related:5c41gnald98J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
55,"T Smith","Individual olfactory signatures in common marmosets (Callithrix jacchus)",2006,"American Journal of Primatology: Official Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20254","https://scholar.google.com/scholar?cites=11733148999301055357&as_sdt=2005&sciodt=0,5&hl=en",593,"2022-06-03 12:54:03","","10.1002/ajp.20254","","",,,,,55,3.44,55,1,16,"Individual discrimination is likely a prerequisite for most primate social interactions. Olfactory cues are one set of stimuli used by primates to discriminate between individuals. Despite …","","https://scholar.google.com/scholar?q=related:fcMRmNmE1KIJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
34,"E Quéméré, J Champeau, A Besolo, ...","Spatial variation in density and total size estimates in fragmented primate populations: the golden‐crowned sifaka (Propithecus tattersalli)",2010,"American Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20754","https://scholar.google.com/scholar?cites=1255410379198462539&as_sdt=2005&sciodt=0,5&hl=en",594,"2022-06-03 12:54:03","","10.1002/ajp.20754","","",,,,,34,2.83,9,4,12,"The golden‐crowned sifaka (Propithecus tattersalli) is an endangered lemur species found only in the Daraina region, a very restricted area in north‐eastern Madagascar. Its forest …","https://arca.igc.gulbenkian.pt/bitstream/10400.7/207/1/proofs_CHIKHI_2010_Am_J_Primato.pdf","https://scholar.google.com/scholar?q=related:S3p2oxYdbBEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
18,"RE Junge, CV Williams, J Campbell","Nutrition and behavior of lemurs",2009,"Veterinary Clinics of North America …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1094919409000115","https://scholar.google.com/scholar?cites=10953925712471101053&as_sdt=2005&sciodt=0,5&hl=en",595,"2022-06-03 12:54:03","","","","",,,,,18,1.38,6,3,13,"Attention to nutritional and behavioral factors is important for appropriate care of lemurs in captivity. Although only a few species are commonly held in captivity, differences between …","","https://scholar.google.com/scholar?q=related:fY7bK2YpBJgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"EF Wuesthoff, TK Fuller, C Sutherland, ...","Differential habitat use by sympatric species of mouse lemurs across a mangrove–dry forest habitat gradient",2021,"Journal of …","academic.oup.com","https://academic.oup.com/jmammal/article-abstract/102/5/1266/6327751","https://scholar.google.com/scholar?cites=338100377499396616&as_sdt=2005&sciodt=0,5&hl=en",596,"2022-06-03 12:54:03","","","","",,,,,2,2.00,1,4,1,"Understanding the mechanisms by which similar species coexist in sympatry is a major driver of ecological research. Niche partitioning and ecological plasticity can facilitate spatial and …","","https://scholar.google.com/scholar?q=related:COpGg4AssQQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"S Renda","Foraging behaviour and sensory ecology of the bat-eared fox (Otocyon megalotis)",2016,"","scholar.ufs.ac.za","https://scholar.ufs.ac.za/handle/11660/6545","",597,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,6,"… (2012) showed that Coquerel’s sifakas (Propithecus coquereli) exhibited greater likelihood of selecting high quality leaves when both visual and olfactory cues were available to them. …","https://scholar.ufs.ac.za/bitstream/handle/11660/6545/RendaS.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:Epl0B4BVVloJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"S Boukouvala, A Sabbagh, G Fakis","The Genomics and Evolution of Arylamine N-Acetyltransferases in Animals",2018,"Arylamine N-acetyltransferases …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/9789813232013_0008","https://scholar.google.com/scholar?cites=2416002088093711172&as_sdt=2005&sciodt=0,5&hl=en",598,"2022-06-03 12:54:03","","10.1142/9789813232013_0008","","",,,,,1,0.25,0,3,4,"… to human NAT1 and NAT2 have also been released in GenBank for 10 new species, including one strepsirrhine primate belonging to the Lemuriformes infraorder (Propithecus coquereli…","","https://scholar.google.com/scholar?q=related:RHttPRldhyEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
18,"L Liu, Y Fu, F Zhu, C Mu, R Li, W Song, C Shi, Y Ye, ...","Transcriptomic analysis of Portunus trituberculatus reveals a critical role for WNT4 and WNT signalling in limb regeneration",2018,"Gene","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378111918302531","https://scholar.google.com/scholar?cites=5230582356021045585&as_sdt=2005&sciodt=0,5&hl=en",599,"2022-06-03 12:54:03","","","","",,,,,18,4.50,2,9,4,"The swimming crab (Portunus trituberculatus) is among the most economically important seawater crustacean species in Asia. Despite its commercial importance and being well-…","","https://scholar.google.com/scholar?q=related:UWkPo_DClkgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"BA Perchalski","Descending Locomotion in Primates",2019,"","search.proquest.com","https://search.proquest.com/openview/2ccc07232d871a9b5ad41566b101e3dc/1?pq-origsite=gscholar&cbl=18750&diss=y","",600,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,3,"Primates are an order of mammals that lack claws. Therefore, arboreal primates must apply opposing pressures with their digits to grasp supports and move through their habitats. This …","https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/19885/Perchalski_duke_0066D_15365.pdf?sequence=1","https://scholar.google.com/scholar?q=related:HoRrbi90fH4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
7,"AV Schnoell, C Fichtel","A novel feeding behaviour in wild redfronted lemurs (Eulemur rufifrons): depletion of spider nests",2013,"Primates","Springer","https://link.springer.com/article/10.1007/s10329-013-0356-4","https://scholar.google.com/scholar?cites=9345583990880529400&as_sdt=2005&sciodt=0,5&hl=en",601,"2022-06-03 12:54:03","","10.1007/s10329-013-0356-4","","",,,,,7,0.78,4,2,9,"Reports on behavioural innovations in wild primate populations as well as on their transmission are rare. Here, we report observations suggesting that redfronted lemurs (Eulemur …","https://www.researchgate.net/profile/Claudia-Fichtel/publication/236675158_A_novel_feeding_behaviour_in_wild_redfronted_lemurs_Eulemur_rufifrons_Depletion_of_spider_nests/links/0046351aba7cf1ea25000000/A-novel-feeding-behaviour-in-wild-redfronted-lemurs-Eulemur-rufifrons-Depletion-of-spider-nests.pdf","https://scholar.google.com/scholar?q=related:-OsC6x8vsoEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"CB Mowry, JL Campbell, CB Mowry, ...","AZA Nutrition Advisory Group TAG/SSP Husbandry Notebook Nutrition Section Lemur catta (Ring-tailed lemur)",2001,"Silver Spring, MA …","researchgate.net","https://www.researchgate.net/profile/Christopher-Mowry/publication/341164386_AZA_Nutrition_Advisory_Group_TAGSSP_Husbandry_Notebook_Nutrition_Section_Lemur_catta_Ring-tailed_lemur/links/5eb1b51ba6fdcc7050ad4e7a/AZA-Nutrition-Advisory-Group-TAG-SSP-Husbandry-Notebook-Nutrition-Section-Lemur-catta-Ring-tailed-lemur.pdf","https://scholar.google.com/scholar?cites=10042819417702278088&as_sdt=2005&sciodt=0,5&hl=en",602,"2022-06-03 12:54:03","PDF","","","",,,,,2,0.10,1,4,21,"The ring-tailed lemur (Lemur catta) is a patchily distributed diurnal primate native to southern Madagascar. Adult body weight is approximately 2.3-3.5 kg (IUCN, 1990). Habitat type …","https://www.researchgate.net/profile/Christopher-Mowry/publication/341164386_AZA_Nutrition_Advisory_Group_TAGSSP_Husbandry_Notebook_Nutrition_Section_Lemur_catta_Ring-tailed_lemur/links/5eb1b51ba6fdcc7050ad4e7a/AZA-Nutrition-Advisory-Group-TAG-SSP-Husbandry-Notebook-Nutrition-Section-Lemur-catta-Ring-tailed-lemur.pdf","https://scholar.google.com/scholar?q=related:yCOKHw1DX4sJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
28,"FP Cuozzo, N Yamashita","Impact of ecology on the teeth of extant lemurs: a review of dental adaptations, function, and life history",2006,"Lemurs","Springer","https://link.springer.com/content/pdf/10.1007/978-0-387-34586-4_4.pdf","https://scholar.google.com/scholar?cites=7446775932453645865&as_sdt=2005&sciodt=0,5&hl=en",603,"2022-06-03 12:54:03","","10.1007/978-0-387-34586-4_4","","",,,,,28,1.75,14,2,16,"… form approximates designs that are best suited for inducing and continuing fragmentation in the foods they contact, especially in more specialized forms such as folivorous Propithecus …","https://cpb-us-west-2-juc1ugur1qwqqqo4.stackpathdns.com/campuspress.yale.edu/dist/e/421/files/2015/01/Cuozzo-and-Yamashita-2006.pdf","https://scholar.google.com/scholar?q=related:Ke7Tf0FDWGcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
24,"N Yamashita","Molar morphology and variation in two Malagasy lemur families (Lemuridae and Indriidae)",1998,"Journal of human evolution","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047248498902263","https://scholar.google.com/scholar?cites=115586992957460421&as_sdt=2005&sciodt=0,5&hl=en",604,"2022-06-03 12:54:03","","","","",,,,,24,1.00,24,1,24,"… 3 Propithecus verreauxi coquereli … 10 Propithecus verreauxi coronatus … =10) of the cristid obliqua in Propithecus v. verreauxi and Lemur rubriventer. Errors were 7% and 5% respectively. …","https://www.sciencedirect.com/science/article/pii/S0047248498902263/pdf?md5=e13c7637c973639608f7b951e63804bd&pid=1-s2.0-S0047248498902263-main.pdf","https://scholar.google.com/scholar?q=related:xY_i98GlmgEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"AMA Reid","Functional assessment of peripheral mechanisms controlling energy homeostasis in the domestic chicken",2018,"","era.ed.ac.uk","https://era.ed.ac.uk/handle/1842/31111","",605,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,4,"Heavily-selected livestock production traits rarely come without compromise; altered physiology arising from intensive selection often gives rise to concern of a welfare trade-off. A …","https://era.ed.ac.uk/bitstream/handle/1842/31111/Reid2018.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:FvoRWrqLR68J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
42,"I Tattersall","Notes on the distribution and taxonomic status of some subspecies of Propithecus in Madagascar",1986,"Folia primatologica","karger.com","https://www.karger.com/Article/Abstract/156236","https://scholar.google.com/scholar?cites=7959422364597688418&as_sdt=2005&sciodt=0,5&hl=en",606,"2022-06-03 12:54:03","","","","",,,,,42,1.17,42,1,36,"I review the distributions of, and chromatic variation within, two subspecies pairs of the lemur species Propithecus diadema and P. verreauxi, in east-central and western Madagascar, …","","https://scholar.google.com/scholar?q=related:YhglQ3iMdW4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
